City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
270,Upernavik,GL,2020-08-21 02:24:56,72.79,-56.15,44.98,72,100,0.76,overcast clouds
271,Forquilhinha,BR,2020-08-21 02:24:56,-28.75,-49.47,43.27,86,91,2.35,overcast clouds
272,Bozdar,PK,2020-08-21 02:24:56,27.18,68.64,86.0,79,40,11.41,haze
273,Hamilton,US,2020-08-21 02:20:46,39.18,-84.53,72.0,88,1,4.36,clear sky
274,Yumen,CN,2020-08-21 02:24:56,40.28,97.2,70.57,50,31,10.45,scattered clouds
275,Enid,US,2020-08-21 02:24:56,36.4,-97.88,79.0,57,1,9.17,clear sky
276,Padang,ID,2020-08-21 02:22:17,-0.95,100.35,85.05,64,60,1.86,broken clouds
277,Millinocket,US,2020-08-21 02:24:56,45.66,-68.71,60.8,72,1,4.63,clear sky
278,Baherden,TM,2020-08-21 02:24:57,38.44,57.43,78.28,23,0,7.67,clear sky
279,Ostrovnoy,RU,2020-08-21 02:24:57,68.05,39.51,55.4,79,100,14.43,overcast clouds
280,Poum,NC,2020-08-21 02:24:57,-20.23,164.02,71.91,68,0,6.78,clear sky
281,Burlatskoye,RU,2020-08-21 02:24:57,45.06,43.63,67.21,60,41,6.15,scattered clouds
282,Requena,ES,2020-08-21 02:24:57,39.49,-1.1,66.99,65,58,2.42,broken clouds
283,Sabang,ID,2020-08-21 02:24:57,5.89,95.32,83.17,71,91,7.27,light rain
284,Marsh Harbour,BS,2020-08-21 02:24:57,26.54,-77.06,83.08,79,44,12.93,scattered clouds
285,Cambridge,CA,2020-08-21 02:21:07,43.36,-80.31,66.0,77,1,4.7,clear sky
286,Kuusamo,FI,2020-08-21 02:24:58,65.97,29.18,53.6,100,0,4.7,clear sky
287,Shuyskoye,RU,2020-08-21 02:24:58,59.37,41.03,53.42,84,98,4.41,overcast clouds
288,Alto Parana,BR,2020-08-21 02:24:58,-23.13,-52.32,51.06,94,100,10.87,light rain
289,Prado,BR,2020-08-21 02:24:58,-17.34,-39.22,72.0,85,4,5.48,clear sky
290,Sechura,PE,2020-08-21 02:24:58,-5.56,-80.82,62.96,76,100,14.16,overcast clouds
291,Banos,EC,2020-08-21 02:24:58,-1.4,-78.42,60.03,72,100,1.61,light rain
292,Olafsvik,IS,2020-08-21 02:24:58,64.89,-23.71,48.69,79,0,17.81,clear sky
293,Zhangjiakou,CN,2020-08-21 02:24:59,40.81,114.88,67.32,71,48,5.93,scattered clouds
294,Isla Aguada,MX,2020-08-21 02:24:59,18.78,-91.47,84.31,78,49,11.97,scattered clouds
295,Akhisar,TR,2020-08-21 02:24:59,38.92,27.84,66.99,59,0,4.76,clear sky
296,Keita,NE,2020-08-21 02:24:59,14.76,5.77,82.4,69,100,4.7,overcast clouds
297,Kungsbacka,SE,2020-08-21 02:24:59,57.49,12.08,63.0,93,90,9.17,mist
298,Matamoros,MX,2020-08-21 02:21:54,25.53,-103.25,89.6,19,40,9.42,scattered clouds
299,High Level,CA,2020-08-21 02:24:59,58.52,-117.14,64.4,72,90,9.17,overcast clouds
300,Port Macquarie,AU,2020-08-21 02:24:59,-31.43,152.92,64.99,40,44,8.79,scattered clouds
301,Berlevag,NO,2020-08-21 02:25:00,70.86,29.09,48.18,80,21,8.28,few clouds
302,Krasnooktyabrskiy,RU,2020-08-21 02:25:00,44.93,38.37,68.0,92,100,3.0,moderate rain
303,Jijiga,ET,2020-08-21 02:25:00,9.35,42.8,63.68,80,56,18.5,broken clouds
304,Lavrentiya,RU,2020-08-21 02:25:00,65.58,-171.0,51.89,71,100,5.86,overcast clouds
305,Sinnamary,GF,2020-08-21 02:25:00,5.38,-52.95,79.74,81,18,13.89,few clouds
306,Povolzhskiy,RU,2020-08-21 02:25:00,53.59,49.76,46.4,87,20,8.95,few clouds
307,Kincardine,GB,2020-08-21 02:25:00,56.07,-3.72,62.6,67,100,13.87,overcast clouds
308,Sola,VU,2020-08-21 02:25:00,-13.88,167.55,81.45,83,0,9.86,clear sky
309,Puntarenas,CR,2020-08-21 02:25:01,9.98,-84.84,69.8,100,75,2.24,light rain
310,Banjar,ID,2020-08-21 02:25:01,-8.19,114.97,82.4,88,20,16.11,few clouds
311,Nuuk,GL,2020-08-21 02:25:01,64.18,-51.72,46.4,65,0,11.41,clear sky
312,Buraydah,SA,2020-08-21 02:25:01,26.33,43.98,78.8,36,17,3.15,few clouds
313,Lagoa,PT,2020-08-21 02:25:01,39.05,-27.98,69.03,79,64,14.5,broken clouds
314,Majene,ID,2020-08-21 02:25:01,-3.54,118.97,83.95,65,0,8.9,clear sky
315,Boshnyakovo,RU,2020-08-21 02:25:01,49.63,142.17,63.32,65,0,9.57,clear sky
316,Bengkulu,ID,2020-08-21 02:25:02,-3.8,102.27,83.48,66,58,2.55,broken clouds
317,Saint-Pierre,RE,2020-08-21 02:25:02,-21.34,55.48,66.2,52,20,10.29,few clouds
318,Lata,PT,2020-08-21 02:25:02,40.16,-8.33,64.99,90,31,1.05,scattered clouds
319,Alexandria,EG,2020-08-21 02:22:22,31.22,29.96,77.0,83,20,5.82,few clouds
320,San Vicente,AR,2020-08-21 02:25:02,-26.62,-54.13,36.81,82,0,4.97,clear sky
321,Norden,DE,2020-08-21 02:25:02,53.6,7.2,73.99,78,75,9.17,broken clouds
322,Maceio,BR,2020-08-21 02:25:02,-9.67,-35.74,73.4,94,75,2.24,broken clouds
323,Mackenzie,CA,2020-08-21 02:25:02,55.3,-123.17,60.8,77,40,3.36,scattered clouds
324,Abu Zabad,SD,2020-08-21 02:25:03,12.35,29.25,74.39,78,42,5.12,light rain
325,Clifton,US,2020-08-21 02:22:30,40.86,-74.16,73.0,56,1,2.59,clear sky
326,Platanos,GR,2020-08-21 02:25:03,37.67,21.62,71.6,82,0,3.36,clear sky
327,Juneau,US,2020-08-21 02:25:03,58.3,-134.42,60.8,82,90,3.85,overcast clouds
328,Pangody,RU,2020-08-21 02:25:03,65.85,74.49,57.33,88,100,8.81,light rain
329,Gap,FR,2020-08-21 02:25:03,44.67,6.0,64.0,85,0,4.23,clear sky
330,Katangli,RU,2020-08-21 02:25:03,51.71,143.23,69.24,52,0,16.04,clear sky
331,Paseh,ID,2020-08-21 02:25:04,-7.1,107.76,76.8,61,0,3.56,clear sky
332,Vikulovo,RU,2020-08-21 02:25:04,56.82,70.61,51.53,94,100,7.65,overcast clouds
333,Belyy Yar,RU,2020-08-21 02:25:04,53.6,91.39,64.4,77,65,4.47,broken clouds
334,Zhigansk,RU,2020-08-21 02:25:04,66.77,123.37,47.5,54,0,17.56,clear sky
335,Salalah,OM,2020-08-21 02:25:04,17.02,54.09,77.0,100,90,5.82,light intensity drizzle
336,Mahibadhoo,MV,2020-08-21 02:25:04,3.78,72.97,82.96,64,57,2.71,broken clouds
337,Pangnirtung,CA,2020-08-21 02:25:04,66.15,-65.71,52.12,67,7,2.84,clear sky
338,Yamada,JP,2020-08-21 02:25:05,39.47,141.95,79.0,69,27,6.4,scattered clouds
339,Sandur,IN,2020-08-21 02:25:05,15.1,76.55,73.36,87,100,16.26,overcast clouds
340,Gamboula,CF,2020-08-21 02:25:05,4.12,15.14,68.16,96,100,4.83,overcast clouds
341,Ixtapa,MX,2020-08-21 02:25:05,20.7,-105.2,84.0,83,40,3.36,scattered clouds
342,Tokoname,JP,2020-08-21 02:25:05,34.88,136.85,100.99,74,20,8.05,few clouds
343,Bilma,NE,2020-08-21 02:25:05,18.69,12.92,90.27,22,3,6.89,clear sky
344,Narrabri,AU,2020-08-21 02:25:06,-30.32,149.78,62.6,33,75,18.34,broken clouds
345,Portland,US,2020-08-21 02:21:04,45.52,-122.68,80.01,56,82,1.01,broken clouds
346,Komsomolskiy,UZ,2020-08-21 02:25:06,40.43,71.72,71.6,53,1,2.24,clear sky
347,La Union,PE,2020-08-21 02:25:06,-5.4,-80.75,63.75,72,100,13.82,overcast clouds
348,Saint Anthony,US,2020-08-21 02:25:06,45.02,-93.22,78.01,69,1,5.82,clear sky
349,Yerofey Pavlovich,RU,2020-08-21 02:25:06,53.97,121.97,68.2,58,100,4.34,overcast clouds
350,Sao Miguel Do Araguaia,BR,2020-08-21 02:25:06,-13.28,-50.16,77.76,32,0,2.77,clear sky
351,Sun Valley,US,2020-08-21 02:25:07,39.6,-119.78,89.6,7,1,10.29,clear sky
352,Vostok,RU,2020-08-21 02:25:07,46.49,135.88,64.71,50,1,9.13,clear sky
353,Matara,LK,2020-08-21 02:25:07,5.95,80.54,80.28,81,97,9.73,light rain
354,Caldwell,US,2020-08-21 02:20:33,43.66,-116.69,87.8,29,1,3.36,clear sky
355,Baykit,RU,2020-08-21 02:25:07,61.67,96.37,62.19,70,15,3.65,few clouds
356,Harper,LR,2020-08-21 02:25:07,4.38,-7.72,74.97,84,74,11.25,broken clouds
357,Pizarro,CO,2020-08-21 02:25:07,4.95,-77.37,77.56,86,98,9.31,light rain
358,Hobyo,SO,2020-08-21 02:25:08,5.35,48.53,75.79,80,91,22.48,overcast clouds
359,Paita,PE,2020-08-21 02:25:08,-5.09,-81.11,61.97,81,97,13.4,overcast clouds
360,Ulladulla,AU,2020-08-21 02:25:08,-35.35,150.47,60.8,36,40,24.16,scattered clouds
361,Cananea,MX,2020-08-21 02:25:08,30.95,-110.3,82.0,44,100,1.99,light rain
362,Nuoro,IT,2020-08-21 02:25:08,40.32,9.33,75.2,88,5,6.93,clear sky
363,Lorengau,PG,2020-08-21 02:25:08,-2.02,147.27,86.0,67,14,11.5,few clouds
364,George Town,MY,2020-08-21 02:25:08,5.41,100.34,87.8,79,20,4.7,haze
365,Natal,BR,2020-08-21 02:24:32,-5.79,-35.21,75.2,94,75,9.17,broken clouds
366,Cockburn Town,TC,2020-08-21 02:25:09,21.46,-71.14,82.96,80,0,19.28,clear sky
367,Canico,PT,2020-08-21 02:25:09,32.63,-16.85,75.2,83,75,4.7,broken clouds
368,Lubao,PH,2020-08-21 02:25:09,14.92,120.55,84.2,83,75,1.12,broken clouds
369,Puerto Escondido,MX,2020-08-21 02:25:09,15.85,-97.07,81.93,74,100,1.48,light rain
370,Kentwood,US,2020-08-21 02:25:09,42.87,-85.64,71.6,60,1,4.7,clear sky
371,Laguna,US,2020-08-21 02:25:09,38.42,-121.42,84.0,37,90,6.93,smoke
372,San Lorenzo,PY,2020-08-21 02:22:43,-25.33,-57.53,50.0,43,47,9.17,scattered clouds
373,Amazar,RU,2020-08-21 02:25:10,53.86,120.88,68.54,59,100,4.56,overcast clouds
374,Bogalusa,US,2020-08-21 02:25:10,30.79,-89.85,73.99,88,1,3.36,clear sky
375,Castanhal,BR,2020-08-21 02:25:10,-1.29,-47.93,78.8,83,100,11.41,overcast clouds
376,Bilibino,RU,2020-08-21 02:25:10,68.05,166.44,43.0,82,100,4.32,overcast clouds
377,Sisimiut,GL,2020-08-21 02:25:10,66.94,-53.67,51.42,69,1,1.41,clear sky
378,Ust-Nera,RU,2020-08-21 02:25:11,64.57,143.2,49.17,48,0,5.57,clear sky
379,Floro,NO,2020-08-21 02:25:11,61.6,5.03,64.4,88,95,9.17,light rain
380,Tasiilaq,GL,2020-08-21 02:25:11,65.61,-37.64,39.2,86,0,1.12,clear sky
381,Nyurba,RU,2020-08-21 02:25:11,63.28,118.33,59.05,47,100,1.7,overcast clouds
382,Sakaraha,MG,2020-08-21 02:25:11,-22.9,44.53,58.64,92,0,2.19,clear sky
383,Adrar,MR,2020-08-21 02:25:11,20.5,-10.07,89.6,39,5,15.52,clear sky
384,Shimoda,JP,2020-08-21 02:25:12,34.67,138.95,89.6,66,20,8.05,few clouds
385,Nalut,LY,2020-08-21 02:25:12,30.33,10.85,79.27,40,0,13.49,clear sky
386,Sioux Lookout,CA,2020-08-21 02:25:12,50.1,-91.92,60.8,93,20,2.24,few clouds
387,Oranjemund,NA,2020-08-21 02:25:12,-28.55,16.43,54.66,41,0,5.66,clear sky
388,Roth,DE,2020-08-21 02:25:12,49.24,11.09,66.2,77,0,6.93,clear sky
389,Half Moon Bay,US,2020-08-21 02:23:49,37.46,-122.43,75.2,88,90,13.87,mist
390,Cairns,AU,2020-08-21 02:20:39,-16.92,145.77,86.0,45,0,6.93,clear sky
391,Norman Wells,CA,2020-08-21 02:25:12,65.28,-126.83,64.4,48,75,12.75,broken clouds
392,Bundaberg,AU,2020-08-21 02:25:13,-24.85,152.35,75.99,24,0,10.29,clear sky
393,Vila Do Maio,CV,2020-08-21 02:25:13,15.13,-23.22,78.8,69,20,8.05,few clouds
394,Conceicao Do Araguaia,BR,2020-08-21 02:25:13,-8.26,-49.26,80.49,27,0,2.55,clear sky
395,Vila Velha,BR,2020-08-21 02:21:39,-20.33,-40.29,73.4,83,75,9.17,broken clouds
396,Waipawa,NZ,2020-08-21 02:25:13,-41.41,175.52,59.0,72,26,24.16,scattered clouds
397,Cedar City,US,2020-08-21 02:22:12,37.68,-113.06,89.6,13,1,9.17,clear sky
398,Kasese,UG,2020-08-21 02:25:13,0.18,30.08,69.24,70,97,2.44,overcast clouds
399,Tonantins,BR,2020-08-21 02:25:13,-2.87,-67.8,82.71,62,65,2.86,broken clouds
400,Galiakot,IN,2020-08-21 02:25:14,23.52,74.0,78.26,94,100,5.99,overcast clouds
401,Svetlogorsk,BY,2020-08-21 02:25:14,52.63,29.73,60.44,94,100,6.93,overcast clouds
402,Sao Jose Da Coroa Grande,BR,2020-08-21 02:25:14,-8.9,-35.15,75.38,88,91,11.18,light rain
403,Khasan,RU,2020-08-21 02:25:14,42.43,130.64,69.87,51,98,3.13,overcast clouds
404,Gabu,GW,2020-08-21 02:25:14,12.28,-14.22,73.11,97,72,7.05,light rain
405,Manjacaze,MZ,2020-08-21 02:25:14,-24.71,33.88,56.01,92,0,3.94,clear sky
406,Buala,SB,2020-08-21 02:25:14,-8.14,159.59,86.36,64,59,0.89,light rain
407,Long,TH,2020-08-21 02:25:14,18.08,99.83,73.4,100,90,5.82,light rain
408,Rudbar,AF,2020-08-21 02:25:15,30.15,62.6,74.21,22,0,9.48,clear sky
409,Muros,ES,2020-08-21 02:25:15,42.78,-9.06,66.99,83,69,17.0,light rain
410,Sovetskiy,RU,2020-08-21 02:25:15,61.36,63.58,53.19,94,39,7.38,scattered clouds
411,Tautira,PF,2020-08-21 02:25:15,-17.73,-149.15,80.6,69,75,8.05,broken clouds
412,Santa Maria,BR,2020-08-21 02:25:15,-29.68,-53.81,38.17,76,0,3.0,clear sky
413,Cienfuegos,CU,2020-08-21 02:25:15,22.15,-80.44,80.6,94,84,3.36,light rain
414,Maningrida,AU,2020-08-21 02:25:15,-12.07,134.27,86.83,33,0,8.95,clear sky
415,Zaria,NG,2020-08-21 02:25:15,11.11,7.72,71.02,88,100,7.76,moderate rain
416,Dongli,CN,2020-08-21 02:25:15,23.57,116.82,87.8,70,20,4.47,few clouds
417,Ponta Delgada,PT,2020-08-21 02:25:16,37.73,-25.67,71.6,94,40,6.93,scattered clouds
418,Thanh Hoa,VN,2020-08-21 02:25:16,19.8,105.77,80.06,89,100,3.09,light rain
419,Maputo,MZ,2020-08-21 02:25:16,-25.97,32.59,59.0,82,20,3.36,few clouds
420,Selje,NO,2020-08-21 02:25:16,62.05,5.35,64.99,86,100,3.78,overcast clouds
421,Salekhard,RU,2020-08-21 02:25:16,66.53,66.6,57.29,82,100,8.52,overcast clouds
422,Popondetta,PG,2020-08-21 02:25:16,-8.75,148.25,87.67,55,64,6.17,broken clouds
423,Umm Lajj,SA,2020-08-21 02:25:17,25.02,37.27,85.46,58,0,9.98,clear sky
424,Labuhan,ID,2020-08-21 02:25:17,-6.88,112.21,83.75,65,14,13.35,few clouds
425,Namatanai,PG,2020-08-21 02:25:17,-3.67,152.43,85.03,70,19,8.37,few clouds
426,Baruun-Urt,MN,2020-08-21 02:25:17,46.68,113.28,68.54,41,0,9.1,clear sky
427,Dhule,IN,2020-08-21 02:25:17,20.9,74.78,77.95,87,100,4.61,overcast clouds
428,Tambacounda,SN,2020-08-21 02:25:17,13.75,-13.76,75.2,100,75,4.7,light rain
429,Usinsk,RU,2020-08-21 02:25:17,65.99,57.53,51.4,92,98,13.89,overcast clouds
430,Port Blair,IN,2020-08-21 02:20:54,11.67,92.75,82.4,88,75,3.36,broken clouds
431,Topolovatu Mare,RO,2020-08-21 02:25:18,45.77,21.62,59.0,100,0,5.82,clear sky
432,Marsa Matruh,EG,2020-08-21 02:25:18,31.35,27.25,77.0,69,40,4.7,scattered clouds
433,Nizwa,OM,2020-08-21 02:22:44,22.93,57.53,92.23,34,72,1.95,broken clouds
434,Olinda,BR,2020-08-21 02:25:18,-8.01,-34.86,75.2,94,90,13.87,light rain
435,Ukiah,US,2020-08-21 02:25:18,39.15,-123.21,82.4,34,1,10.29,clear sky
436,Moerai,PF,2020-08-21 02:25:18,-22.43,-151.33,69.82,73,100,24.9,overcast clouds
437,Iqaluit,CA,2020-08-21 02:25:19,63.75,-68.51,46.4,87,75,2.8,broken clouds
438,Shirgaon,IN,2020-08-21 02:25:19,19.7,72.7,80.71,87,100,16.26,moderate rain
439,Manoel Urbano,BR,2020-08-21 02:25:19,-8.84,-69.26,74.39,91,65,5.19,moderate rain
440,Anadyr,RU,2020-08-21 02:25:19,64.75,177.48,59.0,54,100,15.66,overcast clouds
441,Polewali,ID,2020-08-21 02:25:19,-3.43,119.34,84.87,59,0,3.04,clear sky
442,Kukushtan,RU,2020-08-21 02:25:19,57.65,56.5,55.4,100,90,8.95,overcast clouds
443,Constitucion,CL,2020-08-21 02:25:19,-35.33,-72.42,50.58,72,0,5.37,clear sky
444,Makakilo City,US,2020-08-21 02:25:20,21.35,-158.09,87.8,52,75,6.93,broken clouds
445,Vila,PT,2020-08-21 02:25:20,42.03,-8.16,53.01,91,94,1.99,overcast clouds
446,Provideniya,RU,2020-08-21 02:25:20,64.38,-173.3,55.4,71,75,17.9,broken clouds
447,Bubaque,GW,2020-08-21 02:25:20,11.28,-15.83,79.83,85,100,22.15,moderate rain
448,Cerrito,CO,2020-08-21 02:25:20,6.84,-72.69,51.21,84,16,4.63,light rain
449,Grants Pass,US,2020-08-21 02:23:29,42.44,-123.33,86.0,27,20,4.7,few clouds
450,Hualmay,PE,2020-08-21 02:25:20,-11.1,-77.61,60.13,82,92,9.57,overcast clouds
451,Caiaponia,BR,2020-08-21 02:25:21,-16.96,-51.81,67.32,54,100,19.35,overcast clouds
452,Sao Joao Da Barra,BR,2020-08-21 02:25:21,-21.64,-41.05,71.42,78,77,20.78,broken clouds
453,Nadvoitsy,RU,2020-08-21 02:25:21,63.87,34.32,55.06,86,0,6.24,clear sky
454,Kota Kinabalu,MY,2020-08-21 02:23:05,5.97,116.07,86.0,70,20,3.36,few clouds
455,Fort Nelson,CA,2020-08-21 02:25:21,58.81,-122.7,59.0,87,90,2.24,overcast clouds
456,Katsuura,JP,2020-08-21 02:25:21,35.13,140.3,96.01,59,40,11.41,scattered clouds
457,Urumqi,CN,2020-08-21 02:25:21,43.8,87.6,78.8,29,52,2.24,broken clouds
458,Andros Town,BS,2020-08-21 02:25:21,24.7,-77.77,84.2,83,40,12.75,scattered clouds
459,Wicklow,IE,2020-08-21 02:25:22,53.0,-6.42,59.0,77,75,27.51,broken clouds
460,Macapa,BR,2020-08-21 02:25:22,0.04,-51.07,82.4,100,4,8.05,clear sky
461,Torit,SS,2020-08-21 02:25:22,4.41,32.57,68.32,90,36,0.87,scattered clouds
462,Sapulpa,US,2020-08-21 02:25:22,36.0,-96.11,77.0,73,1,6.55,clear sky
463,Plaster Rock,CA,2020-08-21 02:25:22,46.91,-67.39,57.99,67,1,5.82,clear sky
464,Bonavista,CA,2020-08-21 02:25:23,48.65,-53.11,62.01,77,8,10.0,clear sky
465,Australind,AU,2020-08-21 02:25:23,-33.27,115.72,61.0,58,100,4.9,overcast clouds
466,Caravelas,BR,2020-08-21 02:25:23,-17.71,-39.25,71.19,86,2,4.61,clear sky
467,Nantucket,US,2020-08-21 02:23:29,41.28,-70.1,64.4,93,1,6.93,clear sky
468,Ouesso,CG,2020-08-21 02:25:23,1.61,16.05,70.32,96,100,1.21,overcast clouds
469,Victor Harbor,AU,2020-08-21 02:25:23,-35.57,138.62,53.01,65,41,1.99,light rain
470,Chenghai,CN,2020-08-21 02:25:23,23.46,116.77,87.8,70,20,4.47,few clouds
471,Seymour,US,2020-08-21 02:25:23,38.96,-85.89,68.0,79,82,5.7,broken clouds
472,Abu Dhabi,AE,2020-08-21 02:23:23,24.47,54.37,93.2,71,38,3.36,scattered clouds
473,Ormara,PK,2020-08-21 02:25:24,25.21,64.64,82.35,80,100,3.15,overcast clouds
474,Griffith,US,2020-08-21 02:25:24,41.53,-87.42,73.0,72,1,6.42,clear sky
475,Acapulco,MX,2020-08-21 02:21:52,16.86,-99.89,82.4,83,90,3.36,overcast clouds
476,Harindanga,IN,2020-08-21 02:25:24,22.04,88.32,82.4,94,90,9.17,light rain
477,Nelson Bay,AU,2020-08-21 02:25:24,-32.72,152.15,64.99,39,0,29.97,clear sky
478,San Juan,AR,2020-08-21 02:25:24,-31.54,-68.54,44.15,52,0,0.78,clear sky
479,Mount Gambier,AU,2020-08-21 02:25:25,-37.83,140.77,48.2,81,75,20.8,broken clouds
480,Derzhavinsk,KZ,2020-08-21 02:25:25,51.1,66.32,55.24,74,95,12.28,overcast clouds
481,Grindavik,IS,2020-08-21 02:25:25,63.84,-22.43,48.2,87,99,6.93,overcast clouds
482,Waingapu,ID,2020-08-21 02:25:25,-9.66,120.26,84.29,56,1,10.6,clear sky
483,Huarmey,PE,2020-08-21 02:25:25,-10.07,-78.15,61.12,82,99,7.47,overcast clouds
484,Neiafu,TO,2020-08-21 02:25:25,-18.65,-173.98,82.4,74,40,10.29,scattered clouds
485,Omsukchan,RU,2020-08-21 02:25:25,62.53,155.8,46.47,84,100,8.23,light rain
486,Nagua,DO,2020-08-21 02:25:25,19.38,-69.85,79.3,85,4,7.65,clear sky
487,Patitirion,GR,2020-08-21 02:25:25,39.15,23.87,72.0,60,0,1.99,clear sky
488,Batagay-Alyta,RU,2020-08-21 02:25:26,67.8,130.41,44.4,58,18,4.54,few clouds
489,Tura,IN,2020-08-21 02:25:26,25.52,90.22,73.87,96,100,4.41,light rain
490,Yaan,NG,2020-08-21 02:25:26,7.38,8.57,72.75,95,100,5.26,moderate rain
491,Aquidauana,BR,2020-08-21 02:25:26,-20.47,-55.79,51.69,89,100,10.47,light rain
492,Sao Felix Do Xingu,BR,2020-08-21 02:25:26,-6.64,-51.99,76.84,36,0,0.72,clear sky
493,Kavieng,PG,2020-08-21 02:25:26,-2.57,150.8,84.0,72,32,8.21,scattered clouds
494,Aras,ES,2020-08-21 02:25:27,42.56,-2.36,75.2,64,57,6.93,broken clouds
495,Deputatskiy,RU,2020-08-21 02:25:27,69.3,139.9,39.83,71,95,2.19,overcast clouds
496,Tianpeng,CN,2020-08-21 02:25:27,30.99,103.94,84.0,62,26,2.46,light rain
497,Adana,TR,2020-08-21 02:25:27,36.98,35.29,77.0,94,40,3.36,scattered clouds
498,Dabou,CI,2020-08-21 02:25:27,5.33,-4.38,75.2,94,20,9.17,few clouds
499,Gorontalo,ID,2020-08-21 02:25:27,0.54,123.06,87.22,60,4,5.5,clear sky
500,Zarautz,ES,2020-08-21 02:25:28,43.28,-2.17,75.2,69,76,4.7,broken clouds
501,Tuy Hoa,VN,2020-08-21 02:25:28,13.08,109.3,83.26,69,94,7.65,overcast clouds
502,Tocopilla,CL,2020-08-21 02:25:28,-22.09,-70.2,57.4,65,0,7.11,clear sky
503,Dong Xoai,VN,2020-08-21 02:23:02,11.53,106.92,81.45,84,99,1.74,light rain
504,Fengzhen,CN,2020-08-21 02:25:28,40.44,113.15,67.05,63,1,7.78,clear sky
505,Novobirilyussy,RU,2020-08-21 02:25:28,56.95,90.67,61.32,65,77,4.47,broken clouds
506,Faya,SA,2020-08-21 02:25:28,18.39,42.45,69.8,48,41,4.41,scattered clouds
507,Swan River,CA,2020-08-21 02:25:29,52.11,-101.27,64.45,87,76,5.1,broken clouds
508,Plettenberg Bay,ZA,2020-08-21 02:25:29,-34.05,23.37,55.0,82,43,2.64,scattered clouds
509,Tabou,CI,2020-08-21 02:25:29,4.42,-7.35,75.06,84,61,10.92,broken clouds
510,Ilhabela,BR,2020-08-21 02:25:29,-23.78,-45.36,64.08,88,100,3.91,moderate rain
511,Tecoanapa,MX,2020-08-21 02:25:29,16.52,-98.75,81.5,76,100,2.01,light rain
512,Shellbrook,CA,2020-08-21 02:25:29,53.22,-106.4,71.6,83,90,4.7,overcast clouds
513,Brae,GB,2020-08-21 02:25:29,60.4,-1.35,59.0,93,6,17.22,clear sky
514,Ewa Beach,US,2020-08-21 02:25:29,21.32,-158.01,87.8,52,75,6.93,broken clouds
515,Rincon,US,2020-08-21 02:25:30,32.3,-81.24,80.6,78,75,5.82,broken clouds
516,Aykhal,RU,2020-08-21 02:25:30,66.0,111.5,55.4,47,39,4.47,scattered clouds
517,Villa Bruzual,VE,2020-08-21 02:25:30,9.33,-69.12,75.22,96,73,0.63,moderate rain
518,Sinop,TR,2020-08-21 02:25:30,41.77,34.87,59.81,83,19,4.16,few clouds
519,Dakar,SN,2020-08-21 02:25:02,14.69,-17.44,82.4,83,75,16.11,broken clouds
520,Chibuto,MZ,2020-08-21 02:25:30,-24.69,33.53,56.03,93,0,4.61,clear sky
521,Kayes,ML,2020-08-21 02:25:31,14.0,-11.0,74.41,93,3,3.74,clear sky
522,Ortigueira,BR,2020-08-21 02:25:31,-24.21,-50.95,50.94,99,100,2.91,light rain
523,Felanitx,ES,2020-08-21 02:25:31,39.47,3.15,78.8,88,0,4.7,clear sky
524,Campbell River,CA,2020-08-21 02:25:31,50.02,-125.24,61.0,100,90,10.29,light intensity shower rain
525,Iquique,CL,2020-08-21 02:25:31,-20.22,-70.14,57.2,76,41,6.93,scattered clouds
526,Kaduqli,SD,2020-08-21 02:25:31,11.02,29.72,72.32,84,51,1.14,broken clouds
527,Anjiang,CN,2020-08-21 02:25:31,27.32,110.1,83.46,78,40,0.65,light rain
528,Tabriz,IR,2020-08-21 02:24:27,38.08,46.29,69.8,49,0,6.93,clear sky
529,Ciudad Bolivar,VE,2020-08-21 02:25:32,8.12,-63.55,81.75,76,100,6.87,moderate rain
530,Peace River,CA,2020-08-21 02:25:32,56.25,-117.29,59.0,87,90,13.87,light intensity shower rain
531,Nagar Karnul,IN,2020-08-21 02:25:32,16.48,78.32,72.79,94,100,9.17,light rain
532,Christchurch,NZ,2020-08-21 02:22:26,-43.53,172.63,54.0,87,100,10.29,light rain
533,Ust-Tsilma,RU,2020-08-21 02:25:32,65.44,52.15,53.01,88,100,8.01,overcast clouds
534,Mandalgovi,MN,2020-08-21 02:25:32,45.76,106.27,67.86,33,100,11.23,overcast clouds
535,Dicabisagan,PH,2020-08-21 02:25:32,17.08,122.42,81.97,77,100,7.49,light rain
536,Kuznechnoye,RU,2020-08-21 02:25:32,61.12,29.87,55.0,77,0,1.68,clear sky
537,Grand Gaube,MU,2020-08-21 02:25:33,-20.01,57.66,69.01,55,26,5.01,scattered clouds
538,Hundested,DK,2020-08-21 02:25:33,55.97,11.87,64.0,100,56,7.27,broken clouds
539,Yar-Sale,RU,2020-08-21 02:25:33,66.83,70.83,54.3,95,100,10.89,light rain
540,Paciran,ID,2020-08-21 02:25:33,-6.88,112.38,84.06,65,8,13.76,clear sky
541,Bulaevo,KZ,2020-08-21 02:25:33,54.91,70.44,51.91,95,100,5.21,overcast clouds
542,San Patricio,MX,2020-08-21 02:25:33,19.22,-104.7,79.25,80,100,3.74,overcast clouds
543,Byron Bay,AU,2020-08-21 02:25:33,-28.65,153.62,68.0,37,40,11.41,scattered clouds
